Year,Round,Race Name,Circuit,Country,Driver Name,Lap,Stop Number,Duration (s)
2015,10,Hungarian Grand Prix,Hungaroring,Hungary,Pastor Maldonado,58,6,16.446
2015,10,Hungarian Grand Prix,Hungaroring,Hungary,Daniel Ricciardo,64,5,31.037
2015,10,Hungarian Grand Prix,Hungaroring,Hungary,Nico Rosberg,64,5,24.575
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Daniel Ricciardo,7,1,22.637
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Carlos Sainz,5,1,23.732
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Sergio Pérez,8,1,23.562
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas,8,1,23.319
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso,8,1,22.973
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Romain Grosjean,9,1,23.717
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat,9,1,22.796
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Felipe Massa,9,1,23.282
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Max Verstappen,9,1,24.564
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Marcus Ericsson,9,1,24.183
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Felipe Nasr,10,1,23.439
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen,11,1,22.578
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Jenson Button,11,1,24.083
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg,12,1,22.997
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton,13,1,22.403
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel,14,1,22.681
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas,15,2,17.343
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Roberto Merhi,15,1,23.643
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Will Stevens,16,1,23.826
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Sergio Pérez,20,2,22.918
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso,20,2,26.103
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Jenson Button,20,2,24.151
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Romain Grosjean,21,2,23.493
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Felipe Massa,21,2,23.655
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen,21,2,23.143
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Max Verstappen,21,2,23.041
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas,21,3,23.489
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Carlos Sainz,23,2,23.348
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat,27,2,22.563
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Felipe Nasr,27,2,23.288
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Marcus Ericsson,28,2,23.684
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton,30,2,22.955
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Roberto Merhi,29,2,23.282
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg,31,2,22.765
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Will Stevens,30,2,24.45
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Max Verstappen,32,3,22.942
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso,32,3,23.191
2015,11,Belgian Grand Prix,Circuit de Spa-Francorchamps,Belgium,Jenson Button,35,3,23.761
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Felipe Nasr,1,1,25.761
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Max Verstappen,1,1,18.818
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Carlos Sainz,10,1,30.358
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Nico Rosberg,18,1,24.657
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Nico Hülkenberg,18,1,24.286
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Felipe Massa,19,1,25.207
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Max Verstappen,19,2,25.318
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Marcus Ericsson,20,1,24.842
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Valtteri Bottas,22,1,25.536
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Sergio Pérez,23,1,24.281
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Felipe Nasr,24,2,25.282
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Sebastian Vettel,25,1,24.34
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Jenson Button,25,1,24.31
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Lewis Hamilton,26,1,24.368
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Will Stevens,26,1,29.382
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Daniil Kvyat,27,1,23.884
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Kimi Räikkönen,28,1,24.442
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Roberto Merhi,27,1,26.435
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Fernando Alonso,28,1,24.33
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Daniel Ricciardo,30,1,24.259
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Carlos Sainz,30,2,24.736
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Max Verstappen,33,3,24.938
2015,12,Italian Grand Prix,Autodromo Nazionale di Monza,Italy,Fernando Alonso,46,2,19.374
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Romain Grosjean,9,1,30.64
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Fernando Alonso,10,1,34.237
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Carlos Sainz,10,1,34.97
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Marcus Ericsson,10,1,29.589
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Pastor Maldonado,10,1,29.762
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Nico Hülkenberg,11,1,30.868
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Daniil Kvyat,12,1,29.159
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Felipe Massa,12,1,31.38
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Sebastian Vettel,13,1,29.172
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Daniel Ricciardo,13,1,31.307
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Kimi Räikkönen,13,1,30.031
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Lewis Hamilton,13,1,28.917
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Nico Rosberg,13,1,30.562
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Valtteri Bottas,13,1,29.26
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Sergio Pérez,13,1,29.732
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Felipe Nasr,13,1,29.679
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Jenson Button,13,1,65.317
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Max Verstappen,12,1,31.207
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Alexander Rossi,13,1,31.18
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Felipe Massa,14,2,29.907
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Will Stevens,14,1,30.398
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Romain Grosjean,26,2,29.826
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Pastor Maldonado,27,2,29.223
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Marcus Ericsson,28,2,29.857
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Carlos Sainz,28,2,29.742
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Felipe Massa,29,3,24.415
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Daniil Kvyat,33,2,32.924
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Sergio Pérez,34,2,29.676
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Felipe Nasr,34,2,29.917
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Max Verstappen,36,2,30.844
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Marcus Ericsson,36,3,29.398
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Sebastian Vettel,37,2,29.273
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Daniel Ricciardo,37,2,29.419
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Alexander Rossi,36,2,32.036
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Kimi Räikkönen,37,2,30.689
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Nico Rosberg,37,2,29.887
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Valtteri Bottas,37,2,29.239
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Jenson Button,37,2,30.106
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Carlos Sainz,37,3,29.885
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Will Stevens,37,2,37.847
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Jenson Button,41,3,37.822
2015,13,Singapore Grand Prix,Marina Bay Street Circuit,Singapore,Pastor Maldonado,54,3,29.996
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Sergio Pérez,1,1,25.041
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Daniel Ricciardo,1,1,26.087
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Felipe Massa,1,1,34.166
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Daniil Kvyat,8,1,23.316
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Fernando Alonso,9,1,23.64
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Max Verstappen,9,1,27.793
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Nico Hülkenberg,10,1,23.75
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Felipe Nasr,10,1,24.763
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Jenson Button,10,1,23.343
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Valtteri Bottas,11,1,23.542
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Romain Grosjean,11,1,23.793
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Pastor Maldonado,12,1,24.842
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Sebastian Vettel,13,1,23.074
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Marcus Ericsson,13,1,23.418
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Kimi Räikkönen,14,1,23.714
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Carlos Sainz,14,1,23.701
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Nico Rosberg,15,1,23.078
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Lewis Hamilton,16,1,22.75
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Felipe Massa,16,2,26.735
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Sergio Pérez,18,2,24.303
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Daniil Kvyat,20,2,23.183
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Will Stevens,21,1,25.875
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Alexander Rossi,22,1,25.146
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Daniel Ricciardo,24,2,23.225
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Marcus Ericsson,26,2,23.441
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Carlos Sainz,27,2,39.345
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Jenson Button,27,2,23.801
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Kimi Räikkönen,28,2,22.584
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Fernando Alonso,28,2,23.767
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Nico Rosberg,29,2,23.241
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Valtteri Bottas,29,2,23.588
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Sebastian Vettel,30,2,23.13
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Max Verstappen,30,2,23.977
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Felipe Nasr,30,2,24.116
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Lewis Hamilton,31,2,23.165
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Nico Hülkenberg,31,2,23.491
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Romain Grosjean,33,2,24.554
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Will Stevens,32,2,23.647
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Alexander Rossi,33,2,25.088
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Daniil Kvyat,34,3,23.381
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Felipe Massa,34,3,24.67
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Pastor Maldonado,36,2,23.249
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Sergio Pérez,36,3,24.267
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Nico Hülkenberg,42,3,35.76
2015,14,Japanese Grand Prix,Suzuka Circuit,Japan,Will Stevens,42,3,35.76
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Romain Grosjean,1,1,54.445
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Max Verstappen,1,1,37.334
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Sergio Pérez,12,1,30.545
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Daniel Ricciardo,12,1,29.732
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Carlos Sainz,12,1,30.288
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Jenson Button,12,1,29.719
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Fernando Alonso,13,1,29.539
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Roberto Merhi,13,1,35.072
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Will Stevens,14,1,32.4
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Will Stevens,17,2,30.421
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Max Verstappen,24,2,30.241
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Valtteri Bottas,26,1,30.316
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Sebastian Vettel,30,1,29.367
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Felipe Massa,30,1,30.741
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Pastor Maldonado,30,1,29.952
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Kimi Räikkönen,31,1,29.386
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Lewis Hamilton,32,1,30.216
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Daniil Kvyat,33,1,30.418
2015,15,Russian Grand Prix,Sochi Autodrom,Russia,Felipe Nasr,34,1,30.362
2015,16,United States Grand Prix,Circuit of the Americas,USA,Valtteri Bottas,1,1,40.488
2015,16,United States Grand Prix,Circuit of the Americas,USA,Romain Grosjean,1,1,27.621
2015,16,United States Grand Prix,Circuit of the Americas,USA,Alexander Rossi,1,1,37.748
2015,16,United States Grand Prix,Circuit of the Americas,USA,Fernando Alonso,1,1,31.987
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Nasr,2,1,31.137
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Nasr,3,2,25.931
2015,16,United States Grand Prix,Circuit of the Americas,USA,Valtteri Bottas,4,2,26.384
2015,16,United States Grand Prix,Circuit of the Americas,USA,Romain Grosjean,9,2,27.73
2015,16,United States Grand Prix,Circuit of the Americas,USA,Marcus Ericsson,16,1,29.728
2015,16,United States Grand Prix,Circuit of the Americas,USA,Jenson Button,17,1,27.286
2015,16,United States Grand Prix,Circuit of the Americas,USA,Lewis Hamilton,18,1,24.354
2015,16,United States Grand Prix,Circuit of the Americas,USA,Sebastian Vettel,18,1,25.019
2015,16,United States Grand Prix,Circuit of the Americas,USA,Max Verstappen,18,1,25.527
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Massa,18,1,24.646
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Nasr,17,3,25.714
2015,16,United States Grand Prix,Circuit of the Americas,USA,Alexander Rossi,17,2,26.52
2015,16,United States Grand Prix,Circuit of the Americas,USA,Pastor Maldonado,18,1,27.851
2015,16,United States Grand Prix,Circuit of the Americas,USA,Fernando Alonso,18,2,24.631
2015,16,United States Grand Prix,Circuit of the Americas,USA,Daniel Ricciardo,19,1,24.449
2015,16,United States Grand Prix,Circuit of the Americas,USA,Nico Rosberg,19,1,24.64
2015,16,United States Grand Prix,Circuit of the Americas,USA,Daniil Kvyat,19,1,24.638
2015,16,United States Grand Prix,Circuit of the Americas,USA,Sergio Pérez,19,1,26.458
2015,16,United States Grand Prix,Circuit of the Americas,USA,Kimi Räikkönen,19,1,24.733
2015,16,United States Grand Prix,Circuit of the Americas,USA,Carlos Sainz,19,1,25.259
2015,16,United States Grand Prix,Circuit of the Americas,USA,Nico Hülkenberg,19,1,27.344
2015,16,United States Grand Prix,Circuit of the Americas,USA,Marcus Ericsson,19,2,30.932
2015,16,United States Grand Prix,Circuit of the Americas,USA,Kimi Räikkönen,20,2,34.548
2015,16,United States Grand Prix,Circuit of the Americas,USA,Fernando Alonso,26,3,25.405
2015,16,United States Grand Prix,Circuit of the Americas,USA,Sebastian Vettel,27,2,25.576
2015,16,United States Grand Prix,Circuit of the Americas,USA,Nico Hülkenberg,27,2,27.36
2015,16,United States Grand Prix,Circuit of the Americas,USA,Carlos Sainz,27,2,44.582
2015,16,United States Grand Prix,Circuit of the Americas,USA,Sergio Pérez,27,2,24.73
2015,16,United States Grand Prix,Circuit of the Americas,USA,Jenson Button,27,2,24.689
2015,16,United States Grand Prix,Circuit of the Americas,USA,Pastor Maldonado,27,2,25.446
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Nasr,26,4,24.975
2015,16,United States Grand Prix,Circuit of the Americas,USA,Max Verstappen,28,2,24.904
2015,16,United States Grand Prix,Circuit of the Americas,USA,Alexander Rossi,27,3,25.812
2015,16,United States Grand Prix,Circuit of the Americas,USA,Nico Rosberg,38,2,25.242
2015,16,United States Grand Prix,Circuit of the Americas,USA,Daniil Kvyat,38,2,25.205
2015,16,United States Grand Prix,Circuit of the Americas,USA,Daniel Ricciardo,38,2,27.802
2015,16,United States Grand Prix,Circuit of the Americas,USA,Felipe Nasr,42,5,35.546
2015,16,United States Grand Prix,Circuit of the Americas,USA,Lewis Hamilton,43,2,24.088
2015,16,United States Grand Prix,Circuit of the Americas,USA,Sebastian Vettel,43,3,24.158
2015,16,United States Grand Prix,Circuit of the Americas,USA,Carlos Sainz,43,3,26.84
2015,16,United States Grand Prix,Circuit of the Americas,USA,Pastor Maldonado,43,3,25.054
2015,16,United States Grand Prix,Circuit of the Americas,USA,Jenson Button,44,3,24.862
2015,16,United States Grand Prix,Circuit of the Americas,USA,Daniel Ricciardo,50,3,24.495
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Sebastian Vettel,1,1,28.07
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Valtteri Bottas,8,1,22.957
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Felipe Massa,9,1,22.849
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Nico Hülkenberg,9,1,23.277
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Pastor Maldonado,10,1,26.647
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Marcus Ericsson,10,1,22.956
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Romain Grosjean,11,1,22.735
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Felipe Nasr,12,1,23.026
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Carlos Sainz,13,1,23.128
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Sergio Pérez,18,1,23.547
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Daniil Kvyat,21,1,22.559
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Daniel Ricciardo,24,1,22.422
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Max Verstappen,25,1,22.985
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Nico Rosberg,26,1,22.391
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Will Stevens,26,1,25.087
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Lewis Hamilton,28,1,22.304
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Alexander Rossi,27,1,25.367
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Jenson Button,30,1,23.356
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Sebastian Vettel,35,2,22.156
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Marcus Ericsson,39,2,23.461
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Carlos Sainz,43,2,23.776
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Felipe Nasr,44,2,23.417
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Nico Rosberg,46,2,22.303
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Lewis Hamilton,48,2,22.328
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Jenson Button,47,2,23.018
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Carlos Sainz,51,3,23.068
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Marcus Ericsson,51,3,23.292
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Daniil Kvyat,52,2,22.518
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Daniel Ricciardo,52,2,22.488
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Felipe Massa,52,2,23.086
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Nico Hülkenberg,52,2,24.136
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Felipe Nasr,51,3,23.813
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Max Verstappen,52,2,22.589
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Romain Grosjean,52,2,23.101
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Pastor Maldonado,52,2,23.937
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Will Stevens,50,2,24.224
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Alexander Rossi,50,2,30.442
2015,17,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Mexico,Valtteri Bottas,53,2,23.16
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Daniel Ricciardo,3,1,23.937
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Nico Hülkenberg,9,1,24.009
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Daniil Kvyat,10,1,24.155
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Felipe Massa,10,1,23.887
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Sergio Pérez,10,1,23.854
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Romain Grosjean,10,1,24.475
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Valtteri Bottas,11,1,23.736
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Max Verstappen,11,1,24.166
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Kimi Räikkönen,12,1,23.293
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Jenson Button,12,1,23.242
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Marcus Ericsson,12,1,24.699
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Nico Rosberg,13,1,25.039
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Sebastian Vettel,13,1,23.801
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Fernando Alonso,13,1,22.981
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Lewis Hamilton,14,1,24.328
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Felipe Nasr,14,1,25.529
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Alexander Rossi,14,1,25.492
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Will Stevens,15,1,25.547
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Pastor Maldonado,25,1,24.115
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Daniel Ricciardo,28,2,23.979
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Jenson Button,31,2,24.265
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Sebastian Vettel,32,2,23.474
2015,18,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Nico Rosberg,33,2,23.321
