Year,Round,Race Name,Circuit,Country,Driver Name,Lap,Stop Number,Duration (s)
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jaime Alguersuari,1,1,26.898
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Michael Schumacher,1,1,25.021
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Mark Webber,11,1,23.426
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Fernando Alonso,12,1,23.251
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Felipe Massa,13,1,23.842
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Rubens Barrichello,13,1,23.643
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Sebastian Vettel,14,1,22.603
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Paul di Resta,14,1,24.863
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jérôme d'Ambrosio,14,1,25.259
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Sébastien Buemi,15,1,25.342
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld,15,1,22.994
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton,16,1,23.227
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Vitaly Petrov,16,1,24.535
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Nico Rosberg,16,1,23.716
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Kamui Kobayashi,16,1,24.064
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Adrian Sutil,16,1,25.978
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jarno Trulli,16,1,24.899
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jenson Button,17,1,16.867
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jaime Alguersuari,17,2,24.463
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Heikki Kovalainen,17,1,24.865
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Michael Schumacher,17,2,23.988
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Timo Glock,18,1,23.792
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jenson Button,19,2,23.303
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Sergio Pérez,23,1,23.438
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Rubens Barrichello,23,2,37.856
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Mark Webber,26,2,22.52
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Fernando Alonso,27,2,24.733
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Rubens Barrichello,28,3,16.892
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Sébastien Buemi,29,2,23.1
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld,30,2,25.098
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Felipe Massa,31,2,24.5
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Kamui Kobayashi,32,2,24.192
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Sebastian Vettel,36,2,24.036
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton,36,2,23.199
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jaime Alguersuari,35,3,26.348
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Vitaly Petrov,36,2,25.683
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Paul di Resta,36,2,24.332
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jenson Button,37,3,22.681
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Adrian Sutil,37,2,23.871
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jarno Trulli,37,2,24.848
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Jérôme d'Ambrosio,38,2,26.446
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Mark Webber,41,3,26.23
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Rubens Barrichello,40,4,26.309
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Fernando Alonso,42,3,24.181
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Felipe Massa,48,3,24.095
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Adrian Sutil,3,1,31.694
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Rubens Barrichello,3,1,32.978
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Mark Webber,10,1,22.572
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Paul di Resta,11,1,22.773
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Lewis Hamilton,12,1,22.552
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sebastian Vettel,13,1,23.019
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nick Heidfeld,13,1,23.9
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jenson Button,13,1,22.4
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Felipe Massa,13,1,29.224
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jarno Trulli,13,1,25.516
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Fernando Alonso,14,1,23.152
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Michael Schumacher,14,1,22.576
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitaly Petrov,15,1,23.182
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sébastien Buemi,15,1,23.28
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nico Rosberg,15,1,24.967
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Heikki Kovalainen,15,1,29.084
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jaime Alguersuari,16,1,23.584
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Adrian Sutil,16,2,22.046
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Kamui Kobayashi,17,1,23.28
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sergio Pérez,17,1,23.597
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Timo Glock,17,1,24.617
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jérôme d'Ambrosio,17,1,26.252
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitantonio Liuzzi,17,1,27.815
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Rubens Barrichello,17,2,24.502
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sébastien Buemi,20,2,29.843
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Mark Webber,22,2,21.991
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jenson Button,23,2,22.471
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Lewis Hamilton,24,2,22.611
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Paul di Resta,24,2,22.419
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sebastian Vettel,25,2,21.893
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Fernando Alonso,26,2,23.894
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nick Heidfeld,26,2,23.221
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Felipe Massa,27,2,22.541
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitaly Petrov,27,2,22.68
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Michael Schumacher,28,2,22.261
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nico Rosberg,29,2,22.577
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Mark Webber,32,3,22.069
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jaime Alguersuari,32,2,22.888
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Adrian Sutil,32,3,22.55
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sébastien Buemi,32,3,27.439
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Heikki Kovalainen,34,2,23.336
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Timo Glock,34,2,24.429
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jérôme d'Ambrosio,35,2,24.416
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Kamui Kobayashi,36,2,23.442
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Lewis Hamilton,37,3,25.382
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Paul di Resta,37,3,23.977
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Jenson Button,38,3,22.483
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Felipe Massa,38,3,22.893
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nick Heidfeld,39,3,22.602
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitantonio Liuzzi,38,2,26.554
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Nico Rosberg,40,3,22.526
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sebastian Vettel,41,3,22.313
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Fernando Alonso,41,3,23.812
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Michael Schumacher,42,3,22.227
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Mark Webber,43,4,22.161
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitaly Petrov,44,3,28.694
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Fernando Alonso,46,4,27.182
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Vitantonio Liuzzi,44,3,38.823
2011,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Lewis Hamilton,52,4,22.466
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jaime Alguersuari,9,1,22.419
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Vitantonio Liuzzi,9,1,14.16
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Michael Schumacher,10,1,20.522
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Mark Webber,10,1,23.442
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Pastor Maldonado,10,1,23.16
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Paul di Resta,11,1,21.989
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Nico Rosberg,12,1,20.771
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sébastien Buemi,12,1,22.01
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jenson Button,14,1,23.779
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sebastian Vettel,14,1,21.995
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Kamui Kobayashi,14,1,21.855
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Felipe Massa,15,1,21.624
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Lewis Hamilton,15,1,20.878
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Adrian Sutil,15,1,20.989
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Fernando Alonso,16,1,22.524
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sergio Pérez,16,1,21.473
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Rubens Barrichello,16,1,21.709
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sébastien Buemi,16,2,24.722
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Timo Glock,16,1,22.683
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Vitaly Petrov,17,1,21.981
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Nick Heidfeld,18,1,22.216
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Heikki Kovalainen,19,1,22.485
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jarno Trulli,20,1,23.029
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jérôme d'Ambrosio,20,1,22.901
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Vitantonio Liuzzi,21,2,24.467
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Narain Karthikeyan,23,1,26.049
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jenson Button,24,2,20.758
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Nico Rosberg,25,2,22.005
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Lewis Hamilton,25,2,20.533
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Mark Webber,25,2,21.132
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Pastor Maldonado,25,2,22.062
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Michael Schumacher,26,2,21.964
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Timo Glock,28,2,21.908
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Adrian Sutil,30,2,21.058
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Kamui Kobayashi,30,2,21.936
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Nick Heidfeld,30,2,21.821
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sebastian Vettel,31,2,21.533
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Fernando Alonso,32,2,21.251
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Paul di Resta,32,2,21.218
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Felipe Massa,33,2,21.168
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sébastien Buemi,33,3,21.928
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jérôme d'Ambrosio,34,2,22.802
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Rubens Barrichello,35,2,21.481
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sergio Pérez,36,2,23.397
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jenson Button,37,3,21.237
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Vitaly Petrov,37,2,22.005
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Lewis Hamilton,38,3,20.567
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Nico Rosberg,39,3,20.72
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Michael Schumacher,39,3,21.4
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Mark Webber,40,3,21.091
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Timo Glock,39,3,33.827
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Heikki Kovalainen,40,2,21.89
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Pastor Maldonado,40,3,27.62
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Jarno Trulli,42,2,22.26
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Vitantonio Liuzzi,45,3,23.499
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Adrian Sutil,47,3,28.708
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sergio Pérez,48,3,13.9
2011,3,Chinese Grand Prix,Shanghai International Circuit,China,Sergio Pérez,50,4,28.845
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sergio Pérez,1,1,29.27
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Michael Schumacher,2,1,30.182
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitaly Petrov,8,1,21.422
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Felipe Massa,9,1,22.022
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Lewis Hamilton,9,1,20.833
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sébastien Buemi,9,1,21.769
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Mark Webber,10,1,21.05
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Fernando Alonso,10,1,21.308
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nico Rosberg,10,1,22.573
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nick Heidfeld,10,1,22.3
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Rubens Barrichello,10,1,22.717
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Adrian Sutil,10,1,21.649
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sebastian Vettel,11,1,20.623
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Paul di Resta,11,1,20.775
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Pastor Maldonado,11,1,23.881
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jenson Button,13,1,21.368
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Kamui Kobayashi,13,1,21.82
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jaime Alguersuari,13,1,22.713
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jarno Trulli,13,1,23.066
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Michael Schumacher,14,2,20.907
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Narain Karthikeyan,14,1,27.353
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Heikki Kovalainen,15,1,22.854
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitantonio Liuzzi,15,1,24.634
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sergio Pérez,16,2,22.895
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jérôme d'Ambrosio,16,1,22.779
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitantonio Liuzzi,16,2,56.611
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitaly Petrov,19,2,21.323
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Lewis Hamilton,20,2,21.075
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Mark Webber,21,2,20.421
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nico Rosberg,22,2,20.927
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nick Heidfeld,22,2,21.919
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Fernando Alonso,23,2,21.732
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Felipe Massa,23,2,21.322
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sébastien Buemi,23,2,22.128
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Kamui Kobayashi,23,2,23.455
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Rubens Barrichello,24,2,22.868
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Paul di Resta,24,2,20.93
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sebastian Vettel,25,2,20.112
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Adrian Sutil,25,2,21.084
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Pastor Maldonado,25,2,22.555
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jarno Trulli,25,2,22.862
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jenson Button,26,2,22.639
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Narain Karthikeyan,27,2,24.962
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jaime Alguersuari,29,2,21.826
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Michael Schumacher,30,3,20.379
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Heikki Kovalainen,31,2,21.633
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Paul di Resta,32,3,20.887
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sergio Pérez,32,3,22.365
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nico Rosberg,33,3,20.949
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Lewis Hamilton,34,3,35.688
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jérôme d'Ambrosio,33,2,24.837
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitaly Petrov,34,3,21.838
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Felipe Massa,34,3,23.471
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Mark Webber,35,3,20.843
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Fernando Alonso,36,3,21.702
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nick Heidfeld,36,3,20.872
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitantonio Liuzzi,35,3,25.125
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Kamui Kobayashi,38,3,22.456
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jenson Button,39,3,21.417
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jaime Alguersuari,39,3,21.986
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sebastian Vettel,40,3,20.385
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jarno Trulli,39,3,22.219
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sébastien Buemi,40,3,22.032
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Rubens Barrichello,40,3,21.687
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Adrian Sutil,40,3,21.006
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitantonio Liuzzi,37,4,43.603
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Pastor Maldonado,41,3,21.827
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sergio Pérez,42,4,21.715
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nico Rosberg,44,4,20.308
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Paul di Resta,44,4,21.403
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Mark Webber,45,4,22.087
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Vitaly Petrov,45,4,21.662
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Michael Schumacher,45,4,20.597
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Fernando Alonso,46,4,21.379
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Pastor Maldonado,45,4,13.925
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Lewis Hamilton,46,4,22.041
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Nick Heidfeld,46,4,21.884
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Felipe Massa,46,4,26.685
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Sebastian Vettel,47,4,20.489
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Narain Karthikeyan,45,3,24.474
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Heikki Kovalainen,53,3,23.114
2011,4,Turkish Grand Prix,Istanbul Park,Turkey,Jaime Alguersuari,55,4,21.931
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Kamui Kobayashi,1,1,24.871
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sergio Pérez,7,1,23.592
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Pastor Maldonado,8,1,22.689
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sebastian Vettel,9,1,20.253
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sébastien Buemi,9,1,20.818
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Fernando Alonso,10,1,20.567
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Mark Webber,10,1,20.881
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Michael Schumacher,10,1,20.084
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Lewis Hamilton,11,1,19.761
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Vitaly Petrov,11,1,21.856
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Nico Rosberg,11,1,20.647
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Felipe Massa,11,1,20.8
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Jaime Alguersuari,11,1,20.741
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Rubens Barrichello,11,1,29.936
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Adrian Sutil,13,1,20.773
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Jenson Button,14,1,20.015
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Narain Karthikeyan,14,1,24.843
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Paul di Resta,15,1,20.07
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Jarno Trulli,15,1,22.364
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Heikki Kovalainen,16,1,21.019
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Vitantonio Liuzzi,16,1,23.157
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Timo Glock,16,1,22.744
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Jérôme d'Ambrosio,17,1,23.176
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sebastian Vettel,18,2,19.887
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Fernando Alonso,19,2,20.238
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Mark Webber,19,2,20.079
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Pastor Maldonado,20,2,24.821
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Felipe Massa,21,2,21.635
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Nick Heidfeld,21,1,21.322
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Lewis Hamilton,23,2,20.235
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Rubens Barrichello,23,2,21.226
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Jaime Alguersuari,24,2,20.872
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sébastien Buemi,25,2,24.745
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Kamui Kobayashi,25,2,21.128
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Michael Schumacher,26,2,20.487
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Vitaly Petrov,26,2,24.232
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Nico Rosberg,27,2,19.534
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Fernando Alonso,29,3,20.738
